Title,Genre,Rating,Runtime,Sales,Language,Age Rating,Director,Cast1,Cast2,Cast3,Cast4,Country of Origin
Mr. Turner,"Biography, Drama",6.8,2   hours   30   minutes,22179785,English,M18,Mike Leigh,Timothy Spall,Paul Jesson,Dorothy Atkinson,NIL,"United Kingdom, France, Germany, United States"
Foxcatcher,"Biography, Drama",7,2   hours   14   minutes,19206513,"English, French",M18,Bennett Miller,Steve Carell,Channing Tatum,Mark Ruffalo,NIL,United States
CitizenFour,"Documentary, Biography",8,1   hour   54   minutes,3780692,"English, Portuguese, German",PG13,Laura Poitras,Laura Poitras,NIL,NIL,NIL,NIL
Finding Vivian Maier,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Last Days in Vietnam,"Documentary, History",7.6,1   hour   38   minutes,466114,English,PG13,Rory Kennedy,Richard Nixon,Henry Kissinger,Stuart Herrington,NIL,United States
The Salt of the Earth,"Documentary, Biography",8.4,1   hour   50   minutes,5412466,"French, English, Portuguese",NC16,Juliano Ribeiro Salgado,Sebastião Salgado,Wim Wenders,Lélia Wanick Salgado,NIL,"France, Brazil, Italy"
Virunga,"Documentary, War",8.2,1   hour   40   minutes,NIL,"English, French, Swahili",PG13,Orlando von Einsiedel,André Bauma,Emmanuel de Merode,Mélanie Gouby,NIL,NIL
Crisis Hotline: Veterans Press 1,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Joanna,"Short, Drama",5.4,9   minutes,NIL,Greek,Add content advisory,Panagiotis Fafoutis,Ivonni Maltezou,Stelios Sofos,Iraklis Tzavelas,NIL,NIL
Our Curse,NIL,NIL,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
The Reaper (La Parka),NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
White Earth,"Documentary, Short",6.2,20   minutes,NIL,English,Add content advisory,Christian Jensen,Christian Jensen,NIL,NIL,NIL,NIL
Leviathan,"Crime, Drama",7.6,2   hours   20   minutes,4439481,Russian,M18,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,NIL,Russia
Tangerines,NIL,NIL,3   minutes,NIL,Russian,Add content advisory,Clare Clayton,Matt Clayton,Sean McBride,Jayden Pitman,NIL,NIL
Timbuktu,"Drama, War",7.1,1   hour   36   minutes,7179391,"French, Arabic, Bambara, English, Songhay, Tamashek",M18,Abderrahmane Sissako,Ibrahim Ahmed,Abel Jafri,Toulou Kiki,NIL,"Mauritania, France, Qatar"
Wild Tales,"Comedy, Drama",8.1,2   hours   2   minutes,30642704,Spanish,M18,Damián Szifron,Darío Grandinetti,María Marull,Mónica Villa,NIL,"Argentina, Spain, France, United Kingdom"
Foxcatcher,"Biography, Drama",7,2   hours   14   minutes,19206513,"English, French",M18,Bennett Miller,Steve Carell,Channing Tatum,Mark Ruffalo,NIL,United States
Guardians of the Galaxy,"Action, Adventure",8,2   hours   1   minute,773350147,English,PG13,James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,NIL,United States
Interstellar,"Adventure, Drama",8.6,2   hours   49   minutes,701729206,English,PG13,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,NIL,"United States, United Kingdom, Canada"
Mr. Turner,"Biography, Drama",6.8,2   hours   30   minutes,22179785,English,M18,Mike Leigh,Timothy Spall,Paul Jesson,Dorothy Atkinson,NIL,"United Kingdom, France, Germany, United States"
The Lego Movie,"Animation, Action",7.7,1   hour   40   minutes,468266122,"English, Turkish",G,Christopher Miller,Chris Pratt,Will Ferrell,Elizabeth Banks,NIL,"United States, Denmark, Australia"
Selma,"Biography, Drama",7.5,2   hours   8   minutes,66787908,English,PG13,Ava DuVernay,David Oyelowo,Carmen Ejogo,Oprah Winfrey,NIL,"United Kingdom, United States, France"
Beyond the Lights,"Drama, Music",6.8,1   hour   56   minutes,14618727,English,PG-13,Gina Prince-Bythewood,Gugu Mbatha-Raw,Nate Parker,Minnie Driver,NIL,United States
Glen Campbell...I'll Be Me,"Documentary, Biography",7.9,1   hour   44   minutes,365422,English,PG,James Keach,James Keach,NIL,NIL,NIL,NIL
Begin Again,Sci-Fi,7.5,30   minutes,NIL,English,Add content advisory,Roger Simpson,Roger Simpson,NIL,NIL,NIL,NIL
Into the Woods,"Adventure, Comedy",5.9,2   hours   5   minutes,212902372,English,PG,Rob Marshall,Anna Kendrick,Meryl Streep,Chris Pine,NIL,United States
Mr. Turner,"Biography, Drama",6.8,2   hours   30   minutes,22179785,English,M18,Mike Leigh,Timothy Spall,Paul Jesson,Dorothy Atkinson,NIL,"United Kingdom, France, Germany, United States"
The Bigger Picture,"Animation, Short",6.7,8   minutes,NIL,English,Add content advisory,Daisy Jacobs,Anne Cunningham,Christopher Nightingale,Alisdair Simpson,NIL,NIL
The Dam Keeper,"Animation, Short",7.9,18   minutes,NIL,English,TV-G,Robert Kondo,Lars Mikkelsen,Courtney Lockwood,NIL,NIL,NIL
Feast,"Short, Horror",NIL,6   minutes,NIL,English,Add content advisory,Connor DeWolf,Gio Barot,Russ Dewolf,Josh Galaviz,NIL,NIL
Me and My Moulton,"Animation, Short",6.7,14   minutes,NIL,English,TV-PG,Torill Kove,Andrea Bræin Hovig,NIL,NIL,NIL,NIL
A Single Life,"Animation, Short",7.3,3   minutes,NIL,None,G,Marieke Blaauw,Marieke Blaauw,Joris Oprins,Job Roggeveen,NIL,NIL
Aya,Drama,5,1   hour   24   minutes,NIL,Portuguese,Unrated,Maximilian von Moll,César Augusto,Daniel Passi,André Vieira,NIL,NIL
Boogaloo and Graham,"Short, Comedy",7.3,14   minutes,NIL,English,TV-PG,Michael Lennox,Martin McCann,Charlene McKenna,Riley Hamilton,NIL,NIL
Butter Lamp (La Lampe Au Beurre De Yak),NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Parvaneh,NIL,NIL,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
The Phone Call,"Short, Drama",NIL,NIL,NIL,English,Add content advisory,Alexander Baldwin,Alexander Baldwin,NIL,NIL,NIL,NIL
The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy",7.4,2   hours   24   minutes,962201338,English,PG13,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,NIL,"New Zealand, United States"
Unbroken,NIL,6.9,1   hour   10   minutes,NIL,English,Add content advisory,Ziad H. Hamzeh,Ziad H. Hamzeh,NIL,NIL,NIL,NIL
Unbroken,NIL,6.9,1   hour   10   minutes,NIL,English,Add content advisory,Ziad H. Hamzeh,Ziad H. Hamzeh,NIL,NIL,NIL,NIL
Captain America: The Winter Soldier,"Action, Adventure",7.8,2   hours   16   minutes,714421503,"English, French",PG,Anthony Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,NIL,United States
Dawn of the Planet of the Apes,"Action, Adventure",7.6,2   hours   10   minutes,710644566,"English, American Sign Language",PG13,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,NIL,"United States, United Kingdom, Canada"
Guardians of the Galaxy,"Action, Adventure",8,2   hours   1   minute,773350147,English,PG13,James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,NIL,United States
X-Men: Days of Future Past,"Action, Adventure",8,2   hours   12   minutes,746045700,"English, Vietnamese, French",PG13,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,NIL,"United States, United Kingdom"
Inherent Vice,"Comedy, Crime",6.6,2   hours   28   minutes,14710975,"English, Japanese",M18,Paul Thomas Anderson,Joaquin Phoenix,Josh Brolin,Owen Wilson,NIL,United States
Foxcatcher,"Biography, Drama",7,2   hours   14   minutes,19206513,"English, French",M18,Bennett Miller,Steve Carell,Channing Tatum,Mark Ruffalo,NIL,United States
Nightcrawler,"Crime, Drama",7.8,1   hour   57   minutes,47398992,English,PG13,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Bill Paxton,NIL,United States
Trumbo,"Biography, Crime",7.5,2   hours   4   minutes,11430025,English,PG13,Jay Roach,Bryan Cranston,Diane Lane,Helen Mirren,NIL,United States
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
The Revenant,"Action, Adventure",8,2   hours   36   minutes,532950503,"English, Pawnee, French",M18,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Will Poulter,NIL,"United States, Hong Kong, Taiwan"
Steve Jobs,"Biography, Drama",7.2,2   hours   2   minutes,34441873,English,PG13,Danny Boyle,Michael Fassbender,Kate Winslet,Seth Rogen,NIL,"United Kingdom, United States"
The Danish Girl,"Biography, Drama",7.1,1   hour   59   minutes,64191523,"English, French, German",R21,Tom Hooper,Eddie Redmayne,Alicia Vikander,Amber Heard,NIL,"United Kingdom, United States, Germany, Denmark, Belgium, Japan"
The Big Short,"Biography, Comedy",7.8,2   hours   10   minutes,133440870,English,R,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,NIL,United States
Spotlight,"Short, Comedy",4.7,12   minutes,NIL,German,Add content advisory,Sophie Selek,Christian Bale,Steve Carell,Ryan Gosling,NIL,NIL
Bridge of Spies,"Drama, History",7.6,2   hours   22   minutes,165478348,"English, German, Russian",PG13,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,NIL,"United States, Germany, India"
Creed,"Crime, Drama",6.2,1   hour   20   minutes,NIL,English,R,Jovanni Santos Graupera,Armine Aroutiunian,Angelica Cabrera,Jabari King,NIL,NIL
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
Room,"Crime, Drama",7,1   hour   35   minutes,3769214,English,M18,Jeremy Saulnier,Anton Yelchin,Imogen Poots,Alia Shawkat,NIL,United States
Joy,"Action, Adventure",7.2,42   minutes,NIL,English,NC16,Michelle Lovretta,Michelle Lovretta,NIL,NIL,NIL,NIL
45 Years,"Drama, Romance",7,1   hour   31   minutes,14430249,English,R,Andrew Haigh,Charlotte Rampling,Tom Courtenay,Geraldine James,NIL,United Kingdom
Brooklyn,"Drama, Romance",7.5,1   hour   57   minutes,62402155,"English, Latin, Irish Gaelic",NC16,John Crowley,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,NIL,"United Kingdom, Canada, Ireland"
The Hateful Eight,"Crime, Drama",7.8,2   hours   48   minutes,156480177,"English, Spanish, French",R21,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,NIL,United States
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
Steve Jobs,"Biography, Drama",7.2,2   hours   2   minutes,34441873,English,PG13,Danny Boyle,Michael Fassbender,Kate Winslet,Seth Rogen,NIL,"United Kingdom, United States"
Anomalisa,"Animation, Comedy",7.2,1   hour   30   minutes,5659286,"English, Italian, Japanese",R21,Duke Johnson,David Thewlis,Jennifer Jason Leigh,Tom Noonan,NIL,"United Kingdom, United States"
Boy and the World,NIL,NIL,NIL,NIL,"English, Italian, Japanese",Add content advisory,Jonathan Derbyshire,David Thewlis,Jennifer Jason Leigh,Tom Noonan,NIL,NIL
Inside Out,"Animation, Short",NIL,5   minutes,NIL,English,Add content advisory,Francesco Reale,Francesco Reale,NIL,NIL,NIL,NIL
Shaun the Sheep Movie,"Animation, Adventure",7.3,1   hour   25   minutes,106209378,"None, English",G,Mark Burton,Justin Fletcher,John Sparkes,Omid Djalili,NIL,"United Kingdom, France, United States"
When Marnie Was There,NIL,NIL,15   minutes,NIL,"None, English",Add content advisory,Joan G. Robinson,Joan G. Robinson,John Prowse,NIL,NIL,NIL
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
Mad Max: Fury Road,"Action, Adventure",8.1,2   hours,375709470,"English, Russian",NC16,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,NIL,"Australia, United States"
Sicario,"Action, Crime",7.6,2   hours   1   minute,84997446,"English, Spanish",NC16,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,NIL,"United States, Mexico, Hong Kong"
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
Cinderella,"Comedy, Romance",7.4,1   hour,NIL,Korean,PG13,Il-Woo Jung,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,NIL
Amy,"Comedy, Drama",4.9,1   hour   30   minutes,4469267,French,Add content advisory,Olivier Baroux,Daniel Auteuil,Gérard Jugnot,François Berléand,NIL,NIL
Cartel Land,Documentary,7.3,1   hour   40   minutes,1145923,"Spanish, English",R21,Matthew Heineman,Matthew Heineman,NIL,NIL,NIL,NIL
The Look of Silence,NIL,8.4,1   hour   55   minutes,NIL,"Spanish, English",TV-14,Joshua Oppenheimer,Matthew Heineman,NIL,NIL,NIL,NIL
"What Happened, Miss Simone?","Documentary, Biography",7.6,1   hour   41   minutes,NIL,"English, French",NC16,Liz Garbus,Liz Garbus,NIL,NIL,NIL,NIL
Winter on Fire: Ukraine's Fight for Freedom,Documentary,8.3,1   hour   42   minutes,NIL,"Ukrainian, Russian, English",M18,Evgeny Afineevsky,Bishop Agapit,Catherine Ashton,Serhii Averchenko,NIL,NIL
Body Team 12,"Documentary, Short",7.2,13   minutes,NIL,English,TV-PG,David Darg,David Darg,NIL,NIL,NIL,NIL
"Chau, beyond the Lines","Documentary, Short",6.9,34   minutes,NIL,Vietnamese,Add content advisory,Courtney Marsh,Courtney Marsh,NIL,NIL,NIL,NIL
Claude Lanzmann: Spectres of the Shoah,"Documentary, Short",6.9,40   minutes,NIL,"English, French",TV-PG,Adam Benzine,Claude Lanzmann,Marcel Ophüls,Stuart Liebmann,NIL,NIL
A Girl in the River: The Price of Forgiveness,"Documentary, Short",7.9,40   minutes,NIL,Punjabi,Not Rated,Sharmeen Obaid-Chinoy,Asad Jamal,Saba,NIL,NIL,NIL
Last Day of Freedom,"Documentary, Animation",7.5,32   minutes,NIL,English,Add content advisory,Dee Hibbert-Jones,Dee Hibbert-Jones,Nomi Talisman,NIL,NIL,NIL
Star Wars: The Force Awakens,"Action, Adventure",7.9,2   hours   18   minutes,2069521700,English,PG,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,NIL,United States
Embrace of the Serpent,"Adventure, Biography",7.8,2   hours   5   minutes,3217176,"Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English",NC16,Ciro Guerra,Nilbio Torres,Jan Bijvoet,Antonio Bolívar,NIL,"Colombia, Venezuela, Argentina"
Mustang,Drama,7.6,1   hour   37   minutes,5274664,Turkish,PG13,Deniz Gamze Ergüven,Günes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,NIL,"France, Germany, Turkey, Qatar"
Son of Saul,"Drama, War",7.4,1   hour   47   minutes,6659121,"Hungarian, Yiddish, German, Russian, Polish, French, Greek, Slovak, Hebrew",M18,László Nemes,Géza Röhrig,Levente Molnár,Urs Rechn,NIL,Hungary
Theeb,"Drama, Mystery",8.5,1   hour,NIL,English,NC16,Daniel Abraham,Daniel Abraham,Mark Fergus,Ty Franck,NIL,NIL
A War,"Crime, Drama",7,1   hour   55   minutes,1114663,"Danish, Arabic, English",R,Tobias Lindholm,Pilou Asbæk,Tuva Novotny,Søren Malling,NIL,"Denmark, France"
The 100-Year-Old Man Who Climbed out the Window and Disappeared,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
Sicario,"Action, Crime",7.6,2   hours   1   minute,84997446,"English, Spanish",NC16,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,NIL,"United States, Mexico, Hong Kong"
Star Wars: The Force Awakens,"Action, Adventure",7.9,2   hours   18   minutes,2069521700,English,PG,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,NIL,United States
Fifty Shades of Grey,"Drama, Romance",4.2,2   hours   5   minutes,569651467,English,R21,Sam Taylor-Johnson,Dakota Johnson,Jamie Dornan,Jennifer Ehle,NIL,United States
Racing Extinction,"Documentary, Adventure",8.2,1   hour   30   minutes,NIL,English,PG,Louie Psihoyos,Elon Musk,Joel Sartore,Louie Psihoyos,NIL,NIL
Youth,"Action, Crime",8,42   minutes,NIL,English,NC16,M.A. Fortin,M.A. Fortin,Joshua John Miller,NIL,NIL,NIL
The Hunting Ground,Documentary,7.4,1   hour   43   minutes,411115,English,NC16,Kirby Dick,Andrea Pino,Annie Clark,Claire Potter,NIL,United States
Spectre,Action,6.1,NIL,NIL,English,Add content advisory,Ian Fleming,Ian Fleming,NIL,NIL,NIL,NIL
Brooklyn,"Drama, Romance",7.5,1   hour   57   minutes,62402155,"English, Latin, Irish Gaelic",NC16,John Crowley,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,NIL,"United Kingdom, Canada, Ireland"
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
Bear Story,Comedy,7.4,30   minutes,NIL,English,Add content advisory,Tom Basden,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,NIL
Prologue,"Animation, Short",6.5,6   minutes,NIL,None,M18,Richard Williams,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,NIL
Sanjay's Super Team,"Animation, Short",6.8,7   minutes,NIL,English,PG,Sanjay Patel,Brent Schraff,Sunny Singh Attar,Arun Rao,NIL,NIL
We Can't Live without Cosmos,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
World of Tomorrow,"Animation, Short",8.1,17   minutes,NIL,English,PG,Don Hertzfeldt,Julia Pott,Winona Mae,Sara Cushman,NIL,NIL
Ave Maria,"Short, Drama",NIL,NIL,NIL,"French, Spanish",Add content advisory,Maria Claudia Blanco,Leonor Oberson,Nicola Perot,Vantha Talisman,NIL,NIL
Day One,"Short, Drama",6.6,13   minutes,NIL,English,Parents guide,Crystal Moselle,Rachelle Vinberg,Nina Moran,Dede Lovelace,NIL,NIL
Everything Will Be Okay (Alles Wird Gut),"Short, Drama",7.4,30   minutes,NIL,German,PG13,Patrick Vollrath,Simon Schwarz,Julia Pointner,Marion Rottenhofer,NIL,NIL
Shok,"Short, Drama",8,21   minutes,NIL,"Albanian, Serbian",NC16,Jamie Donoughue,Lum Veseli,Andi Bajgora,Melihate Qena,NIL,NIL
Stutterer,"Short, Drama",7.7,12   minutes,NIL,"<span class=""ipc-chip__text"" role=""presentation"">language</span>, English",PG13,Benjamin Cleary,Matthew Needham,Chloe Pirrie,Eric Richard,NIL,NIL
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
Sicario,"Action, Crime",7.6,2   hours   1   minute,84997446,"English, Spanish",NC16,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,NIL,"United States, Mexico, Hong Kong"
Star Wars: The Force Awakens,"Action, Adventure",7.9,2   hours   18   minutes,2069521700,English,PG,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,NIL,United States
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
Star Wars: The Force Awakens,"Action, Adventure",7.9,2   hours   18   minutes,2069521700,English,PG,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,NIL,United States
Ex Machina,"Animation, Action",5.8,23   minutes,NIL,English,M18,Bret Haaland,Bret Haaland,Tim Hedrick,NIL,NIL,NIL
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
Star Wars: The Force Awakens,"Action, Adventure",7.9,2   hours   18   minutes,2069521700,English,PG,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,NIL,United States
Brooklyn,"Drama, Romance",7.5,1   hour   57   minutes,62402155,"English, Latin, Irish Gaelic",NC16,John Crowley,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,NIL,"United Kingdom, Canada, Ireland"
Carol,"Drama, Romance",7.2,1   hour   58   minutes,40272135,English,R21,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,NIL,"United Kingdom, United States, Australia"
The Martian,"Adventure, Drama",8,2   hours   24   minutes,630620818,"English, Mandarin",PG13,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,NIL,"United States, United Kingdom, Hungary, Jordan"
Straight Outta Compton,"Biography, Drama",7.8,2   hours   27   minutes,201634991,English,M18,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,NIL,United States
Manchester by the Sea,Drama,7.8,2   hours   17   minutes,78988148,English,NC16,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,NIL,United States
Hacksaw Ridge,"Biography, Drama",8.1,2   hours   19   minutes,180563636,"English, Japanese",M18,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,NIL,"Australia, United States"
La La Land,"Comedy, Drama",8,2   hours   8   minutes,448906865,"English, Cantonese",PG13,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,NIL,"United States, Hong Kong"
Captain Fantastic,"Comedy, Drama",7.8,1   hour   58   minutes,23123592,"English, Esperanto, German, Chinese",R21,Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,NIL,United States
Fences,Drama,7.2,2   hours   19   minutes,64414761,English,PG13,Denzel Washington,Denzel Washington,Viola Davis,Stephen McKinley Henderson,NIL,"United States, Canada"
Moonlight,"Comedy, Romance",6.5,1   hour   25   minutes,NIL,"English, Latin",TV-G,Mel Damski,Lacey Chabert,Carlo Marks,Jesse Moss,NIL,NIL
Hell or High Water,Action,5.3,NIL,NIL,English,Add content advisory,Paul T.T. Easter,Lesley Easter,Paul T.T. Easter,Wayne Philips,NIL,NIL
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
Nocturnal Animals,"Drama, Thriller",7.5,1   hour   56   minutes,30311857,English,M18,Tom Ford,Amy Adams,Jake Gyllenhaal,Michael Shannon,NIL,United States
Elle,"Adventure, Comedy",8,44   minutes,NIL,English,NC16,Seth MacFarlane,Seth MacFarlane,NIL,NIL,NIL,NIL
Loving,"Drama, Romance",5.1,1   hour   45   minutes,NIL,Spanish,R21,Esteban Crespo,María Pedraza,Pol Monen,Natalia Tena,NIL,NIL
Jackie,"Crime, Drama",7.7,52   minutes,NIL,"English, Hindi, Chinese, Tagalog, Polish, Arabic, German, Greek",Not Rated,Andrew Anastasios,Andrew Anastasios,Matt Cameron,Andrew Knight,NIL,NIL
Florence Foster Jenkins,"Biography, Comedy",6.8,1   hour   51   minutes,49052787,"English, German, Italian, Russian",PG,Stephen Frears,Meryl Streep,Hugh Grant,Simon Helberg,NIL,"United Kingdom, France"
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
Hidden Figures,"Biography, Drama",7.8,2   hours   7   minutes,235956898,English,PG,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,NIL,United States
Kubo and the Two Strings,"Animation, Action",7.8,1   hour   41   minutes,76249438,English,PG,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,NIL,"United States, Japan"
Moana,NIL,NIL,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
My Life as a Zucchini,"Animation, Comedy",7.7,1   hour   6   minutes,5873256,French,PG13,Claude Barras,Gaspard Schlatter,Sixtine Murat,Paulin Jaccoud,NIL,"Switzerland, France"
The Red Turtle,"Animation, Family",7.5,1   hour   20   minutes,6591789,None,PG,Michael Dudok de Wit,Emmanuel Garijo,Tom Hudson,Baptiste Goy,NIL,"France, Belgium, Japan"
Zootopia,"Animation, Adventure",8,1   hour   48   minutes,1024121104,English,PG,Byron Howard,Ginnifer Goodwin,Jason Bateman,Idris Elba,NIL,United States
Arrival,"Short, Adventure",NIL,2   minutes,NIL,English,Add content advisory,Jérémy Froideval,Jérémy Froideval,NIL,NIL,NIL,NIL
Lion,"Biography, Drama",8,1   hour   58   minutes,140853810,"English, Hindi, Bengali",PG,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,NIL,"Australia, United Kingdom, United States, India"
Silence,"Crime, Drama",6.6,2   hours   5   minutes,3593480,Korean,Not Rated,Ji-woo Jung,Choi Min-sik,Park Shin-Hye,Ryu Jun-Yeol,NIL,South Korea
Allied,"Action, Drama",7.1,2   hours   4   minutes,119520023,"English, French, German, Arabic",M18,Robert Zemeckis,Brad Pitt,Marion Cotillard,Jared Harris,NIL,"United Kingdom, United States"
Fantastic Beasts and Where to Find Them,"Adventure, Family",7.2,2   hours   12   minutes,814044001,"English, Central Khmer",PG,David Yates,Eddie Redmayne,Katherine Waterston,Alison Sudol,NIL,"United Kingdom, United States"
Florence Foster Jenkins,"Biography, Comedy",6.8,1   hour   51   minutes,49052787,"English, German, Italian, Russian",PG,Stephen Frears,Meryl Streep,Hugh Grant,Simon Helberg,NIL,"United Kingdom, France"
Jackie,"Crime, Drama",7.7,52   minutes,NIL,"English, Hindi, Chinese, Tagalog, Polish, Arabic, German, Greek",Not Rated,Andrew Anastasios,Andrew Anastasios,Matt Cameron,Andrew Knight,NIL,NIL
Fire at Sea,Documentary,6.7,1   hour   54   minutes,1178377,"Italian, English",PG,Gianfranco Rosi,Samuele Pucillo,Mattias Cucina,Samuele Caruana,NIL,"Italy, France"
I Am Not Your Negro,"Documentary, History",7.9,1   hour   33   minutes,8345298,"English, French",NC16,Raoul Peck,Samuel L. Jackson,James Baldwin,Martin Luther King,NIL,"France, United States, Belgium, Switzerland"
"Life, Animated","Documentary, Comedy",7.5,1   hour   32   minutes,342664,"English, French",PG,Roger Ross Williams,Owen Suskind,Ron Suskind,Cornelia Suskind,NIL,United States
O.J.: Made in America,"Documentary, Biography",8.9,7   hours   47   minutes,NIL,English,M18,Ezra Edelman,Ezra Edelman,NIL,NIL,NIL,NIL
13th,"Documentary, Crime",8.2,1   hour   40   minutes,566,English,NC16,Ava DuVernay,Melina Abdullah,Michelle Alexander,Cory Booker,NIL,United States
Extremis,"Documentary, Short",7.3,24   minutes,NIL,English,PG13,Dan Krauss,Dan Krauss,NIL,NIL,NIL,NIL
